"Osoba - ID","Osoba - Imię i nazwisko / Nazwa","Osoba - Etykieta","Osoba - Telefon - Praca","Osoba - Telefon - Dom","Osoba - Telefon - Komórkowy","Osoba - Telefon - Inny","Osoba - E-mail - Praca","Osoba - E-mail - Dom","Osoba - E-mail - Inny","Osoba - Data utworzenia osoby kontaktowej","Osoba - Czas aktualizacji","Osoba - Organizacja","Osoba - ID organizacji","Osoba - Właściciel","Osoba - Otwarte szanse sprzedaży","Osoba - Widoczne dla","Osoba - Data następnego działania","Osoba - Data ostatniego działania","Osoba - Wygrane szanse sprzedaży","Osoba - Utracone szanse sprzedaży","Osoba - Zamknięte szanse sprzedaży","Osoba - Ogółem działań","Osoba - Działania wykonane","Osoba - Działania do zrobienia","Osoba - Licznik wiadomości e-mail","Osoba - Zdjęcie profilowe","Osoba - Ostatnia otrzymana wiadomość e-mail","Osoba - Ostatnia wysłana wiadomość e-mail","Osoba - Imię","Osoba - Nazwisko","Osoba - Etykiety"
"993","Ryszard Ogonowski","","'+48604444463","","","","","","","2025-09-18 17:08:27","2025-09-18 17:08:29","","","Onesta","1","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Ryszard","Ogonowski",""
"994","sdomanowska","","'+48660434840","","","","","","","2025-09-18 17:08:27","2025-09-18 17:08:29","","","Onesta","1","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","sdomanowska","",""
"995","Sebastian Nadal","","'+48605302820","","","","","","","2025-09-18 17:08:27","2025-09-18 17:08:29","","","Onesta","1","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Sebastian","Nadal",""
"996","Sebastian Wierzbicki","","'+48883722777","","","","","","","2025-09-18 17:08:27","2025-09-18 17:08:29","","","Onesta","1","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Sebastian","Wierzbicki",""
"997","Slawek","","'+48601572823","","","","","","","2025-09-18 17:08:27","2025-11-29 13:10:46","","","Onesta","0","Wszyscy użytkownicy","","","0","1","1","0","0","0","0","","","","Slawek","",""
"998","Stanislaw Kalkus","","'+48607238943","","","","","","","2025-09-18 17:08:27","2025-09-18 17:08:29","","","Onesta","1","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Stanislaw","Kalkus",""
"999","Tadeusz Tęcza","","'+48601552373","","","","","","","2025-09-18 17:08:29","2025-09-18 17:08:31","","","Onesta","1","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Tadeusz","Tęcza",""
"1000","Tomasz Golański","","'+48531904186","","","","","","","2025-09-18 17:08:29","2025-09-18 17:08:31","","","Onesta","1","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Tomasz","Golański",""
"1001","Tomasz Strużyński","","'+48608345906","","","","","","","2025-09-18 17:08:29","2025-09-18 17:08:31","","","Onesta","1","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Tomasz","Strużyński",""
"1002","Tomek","","'+48600481421","","","","","","","2025-09-18 17:08:29","2025-09-18 17:08:31","","","Onesta","1","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Tomek","",""
"1003","Tomasz Durlej","","'+48501334469","","","","","","","2025-09-18 17:08:29","2025-09-19 16:59:58","","","Onesta","1","Wszyscy użytkownicy","2026-02-02","2025-09-19","0","0","0","2","1","1","0","","","","Tomasz","Durlej",""
"1004","Wieslaw Pirkel","","'+48600595335","","","","","","","2025-09-18 17:08:29","2025-09-19 16:41:04","","","Onesta","1","Wszyscy użytkownicy","2025-09-22","2025-09-19","0","0","0","2","1","1","0","","","","Wieslaw","Pirkel",""
"1005","Zibi Krzystek","","'+48604141550","","","","","","","2025-09-18 17:08:31","2025-09-19 16:25:32","","","Onesta","0","Wszyscy użytkownicy","","2025-09-19","0","1","1","1","1","0","0","","","","Zibi","Krzystek",""
"1006","Zbigniew Doniec","","'+48608613950","","","","","","","2025-09-18 17:08:31","2025-09-19 16:23:16","","","Onesta","1","Wszyscy użytkownicy","2025-09-22","2025-09-19","0","0","0","2","1","1","0","","","","Zbigniew","Doniec",""
"1007","Zbigniew Kloc","","'+48601452644","","","","","","","2025-09-18 17:08:31","2025-09-19 16:40:10","","","Onesta","1","Wszyscy użytkownicy","2025-09-22","2025-09-19","0","0","0","2","1","1","0","","","","Zbigniew","Kloc",""
"1008","Zbigniew Hołyst","","'+48737899701","","","","","","","2025-09-18 17:08:31","2025-09-19 16:38:27","","","Onesta","1","Wszyscy użytkownicy","2025-09-22","2025-09-19","0","0","0","2","1","1","0","","","","Zbigniew","Hołyst",""
"1009","Marzena Suchenek","","'+48504507055","","","","suchenek@onet.pl","","","2025-09-18 18:00:13","2026-06-16 16:18:13","","","Onesta","0","Wszyscy użytkownicy","2025-10-21","2025-10-08","1","0","1","10","8","2","0","","","","Marzena","Suchenek",""
"1010","Katarzyna Falęcka-Schröer","","'+48515537710","","","","doktortrawnik.gp@gmail.com","","","2025-09-18 18:04:40","2026-06-13 11:06:58","","","Onesta","0","Wszyscy użytkownicy","2026-04-16","2026-03-26","0","1","1","5","4","1","0","","","","Katarzyna","Falęcka-Schröer",""
"1011","Ewa Tryfon","","'+48502145159","","","","ewa.tryfon@gmail.com","","","2025-09-18 18:16:19","2026-06-16 14:53:12","","","Onesta","1","Wszyscy użytkownicy","2026-06-16","2026-06-16","0","0","0","7","6","1","0","","","","Ewa","Tryfon",""
"1012","Rafał Lichtenstein","","'+48502710982","","","","barbaralichtebstein@gmail.com","","","2025-09-18 18:19:36","2025-10-21 08:47:20","","","Onesta","0","Wszyscy użytkownicy","2025-09-20","2025-10-15","0","1","1","9","8","1","0","","","","Rafał","Lichtenstein",""
"1013","Marcin Bigos","","'+48602782079","","","","Marcinbigos@saltyair.info","","","2025-09-18 18:21:54","2025-10-16 15:55:27","","","Onesta","0","Wszyscy użytkownicy","2025-10-01","2025-09-20","0","1","1","3","2","1","0","","","","Marcin","Bigos",""
"1014","Marek CS","","'+48601206694","","","","markos60@onet.eu","","","2025-09-18 18:24:17","2025-11-18 17:38:13","","","Onesta","1","Wszyscy użytkownicy","2025-10-23","2025-10-13","0","0","0","7","5","2","0","","","","Marek","CS",""
"1015","Pawel Bartoszewicz","","'+48504223344","","","","Pbart07@gmail.com","","","2025-09-18 18:25:52","2025-09-19 17:42:47","","","Onesta","0","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Pawel","Bartoszewicz",""
"1016","Joanna Majdan","","'+48606202388","","","","f.u.vigo@o2.pl","","","2025-09-18 18:27:23","2026-06-13 08:46:43","","","Onesta","0","Wszyscy użytkownicy","","2026-04-21","0","1","1","6","6","0","0","","","","Joanna","Majdan",""
"1017","Zofia Petitjean","","'+48507067860","","","","zofiapetitjean@gmail.com","","","2025-09-18 18:28:42","2026-06-13 08:44:19","","","Onesta","0","Wszyscy użytkownicy","","2026-05-29","0","1","1","8","8","0","0","","","","Zofia","Petitjean",""
"1018","Kasia Czajkowska","","'+48797559125","","","","kasiacz.czajkowska@wp.pl","","","2025-09-18 18:29:47","2026-06-13 08:34:33","","","Onesta","0","Wszyscy użytkownicy","","2026-04-21","0","1","1","11","11","0","0","","","","Kasia","Czajkowska",""
"1019","Przemek Wójciak","","'+48795000092","","","","przebud2012@gmail.com","","","2025-09-18 18:30:50","2026-06-13 11:35:07","","","Onesta","0","Wszyscy użytkownicy","2025-09-22","2026-04-15","0","1","1","14","13","1","0","","","","Przemek","Wójciak",""
"1020","Magda Kuropatwa","","'+48506170718","","","","magda790804@tlen.pl","","","2025-09-18 18:31:35","2026-06-13 17:20:45","","","Onesta","0","Wszyscy użytkownicy","","2025-11-19","0","1","1","8","8","0","0","","","","Magda","Kuropatwa",""
"1021","Agnieszka Pik","","'+48605947089","","","","agn123agn123@gmail.com","","","2025-09-18 18:32:34","2025-11-18 18:04:24","","","Onesta","0","Wszyscy użytkownicy","2025-11-05","2025-10-24","0","1","1","9","8","1","0","","","","Agnieszka","Pik",""
"1022","Anna  Suchowacka","","'+48698004884","","","","suchowacka.anna@gmail.com","","","2025-09-18 18:41:13","2025-10-21 13:49:17","","","Onesta","1","Wszyscy użytkownicy","","2025-10-09","0","0","0","4","4","0","0","","","","Anna","Suchowacka",""
"1023","Marcin Gołębiowski","","'+48662249689","","","","ewagol84@gmail.com","","","2025-09-18 18:42:24","2026-06-13 08:32:41","","","Onesta","0","Wszyscy użytkownicy","","2026-05-29","0","1","1","7","7","0","0","","","","Marcin","Gołębiowski",""
"1024","Wiesław Zagórowski","","'+48602300086","","","","","","","2025-09-18 18:44:58","2025-09-22 14:09:32","","","Onesta","1","Wszyscy użytkownicy","","2025-09-19","0","0","0","1","1","0","0","","","","Wiesław","Zagórowski",""
"1025","Dariusz Pulanik","","'+48796778767","","","","","","","2025-09-18 18:46:33","2025-09-30 14:22:31","","","Onesta","1","Wszyscy użytkownicy","","2025-09-25","0","0","0","1","1","0","0","","","","Dariusz","Pulanik",""
"1026","Ewa Klaus","","'+48695673589","","","","","","","2025-09-18 18:48:52","2026-06-13 18:00:01","","","Onesta","0","Wszyscy użytkownicy","2026-04-03","2025-12-02","0","1","1","8","7","1","0","","","","Ewa","Klaus",""
"1027","Krzysztof Lysakowsky","","'+48602425580","","","","krzysztof1959@onet.pl","","","2025-09-18 18:50:14","2025-09-25 13:15:09","","","Onesta","1","Wszyscy użytkownicy","","2025-09-24","0","0","0","2","2","0","0","","","","Krzysztof","Lysakowsky",""
"1028","Anna","","'+48500056605","","","","","","","2025-09-18 18:51:37","2026-04-21 17:09:55","","","Onesta","1","Wszyscy użytkownicy","2025-09-22","2026-04-21","0","0","0","9","8","1","0","","","","Anna","",""
"1029","Joanna Wrońska","","'+491709937049","","","","","","","2025-09-19 06:58:38","2025-09-30 16:38:51","","","Onesta","1","Wszyscy użytkownicy","","2025-09-29","0","0","0","3","3","0","0","","","","Joanna","Wrońska",""
"1030","Iwona Ostaszewska","","'+48500037618","","","","i.ostaszewska@interia.pl","","","2025-09-19 15:53:44","2025-10-20 10:27:21","","","Onesta","1","Wszyscy użytkownicy","2025-10-22","2025-10-13","0","0","0","10","9","1","0","","","","Iwona","Ostaszewska",""
"1031","Paweł Bartoszewicz","","'+48504223344","","","","Pbart07@gmail.com","","","2025-09-19 16:12:29","2026-06-13 18:18:08","","","Onesta","0","Wszyscy użytkownicy","2026-04-27","2026-04-23","0","1","1","21","20","1","0","","","","Paweł","Bartoszewicz",""
"1032","Mariola Raudo","","'+48604620606","","","","mariola.raudo@gmail.com","","","2025-09-19 16:51:25","2026-06-13 17:25:25","","","Onesta","0","Wszyscy użytkownicy","","2025-11-19","0","1","1","8","8","0","0","","","","Mariola","Raudo",""
"1033","Donata Ryś","","'+48602121317","","","","onatarys@interia.pl","","","2025-09-19 17:31:40","2025-10-22 12:44:12","","","Onesta","1","Wszyscy użytkownicy","2025-10-24","2025-10-10","0","0","0","8","7","1","0","","","","Donata","Ryś",""
"1034","Katarzyna Minkiewicz","","602 360 405","","","","zehnder@wp.pl","","","2025-09-19 17:34:49","2025-11-29 12:59:04","","","Onesta","0","Wszyscy użytkownicy","2025-09-20","2025-10-29","0","1","1","8","7","1","0","","","","Katarzyna","Minkiewicz",""
"1035","Hanna Sarnowska","","601327334","","","","sarnowska5@gmail.com","","","2025-09-19 17:38:35","2026-04-21 11:17:20","","","Onesta","0","Wszyscy użytkownicy","2025-09-20","2025-10-01","0","0","0","7","6","1","0","","","","Hanna","Sarnowska",""
"1036","Beata Pyszko","","'+48505211361","","","","Beatapolbox@interia.com","","","2025-09-19 17:44:16","2026-06-13 08:28:00","","","Onesta","0","Wszyscy użytkownicy","2025-09-19","2026-05-29","0","1","1","10","9","1","0","","","","Beata","Pyszko",""
"1037","Wojciech Nowak","","'+48 697 786 755","","","","wojteknowak55@op.pl","","","2025-09-20 14:05:46","2025-09-20 14:06:44","","","Onesta","1","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Wojciech","Nowak",""
"1038","Mariusz Hamikal","","'+48 607 278 835","","","","hamilkamariusz@gmail.com","","","2025-09-22 05:48:30","2026-04-21 11:10:23","","","Onesta","0","Wszyscy użytkownicy","2026-04-22","2026-04-21","0","1","1","8","7","1","0","","","","Mariusz","Hamikal",""
"1039","Kopija Bogusław","","'+48 693 889 090","","","","ania7.7@tlen.pl","","","2025-09-22 13:24:52","2025-10-15 10:27:14","Kopija Bogusław","16","Onesta","0","Wszyscy użytkownicy","2025-10-15","2025-10-14","0","1","1","13","12","1","0","","","","Kopija","Bogusław",""
"1040","Igor Szcześniak","","48 513 374 132","","","","igor.szczesniak67@gmail.com","","","2025-09-22 15:14:06","2026-02-02 18:12:21","","","Onesta","0","Wszyscy użytkownicy","","2026-02-02","0","1","1","14","14","0","0","","","","Igor","Szcześniak",""
"1041","Konrad Benes","","48509293131","","","","Konrad.benes@gmail.com","","","2025-09-22 15:31:45","2026-06-16 16:17:23","","","Onesta","1","Wszyscy użytkownicy","2026-06-16","2025-11-19","0","0","0","9","8","1","0","","","","Konrad","Benes",""
"1042","Damian Filipczyk","","48516172548","","","","damian8787@interia.pl","","","2025-09-22 15:34:33","2026-05-29 10:20:42","","","Onesta","0","Wszyscy użytkownicy","","2026-04-21","0","1","1","8","8","0","0","","","","Damian","Filipczyk",""
"1043","Tomasz Drozdowski","","'+48 502 744 993","","","","tomekdrozd@icloud.com, tdrozdowski@ambreklama.com.pl","","","2025-09-22 17:13:58","2026-06-16 09:54:04","","","Onesta","1","Wszyscy użytkownicy","2026-09-10","2026-06-16","0","0","0","34","33","1","0","","","","Tomasz","Drozdowski",""
"1044","Ewa Żołnierczyk","","'+48503415896","","","","ewazolnierczyk09@gmail.com","","","2025-09-22 17:17:10","2026-04-21 11:22:04","","","Onesta","1","Wszyscy użytkownicy","","2026-04-22","0","0","0","3","3","0","0","","","","Ewa","Żołnierczyk",""
"1045","Danuta Robaczewska","","'+48502577485","","","","danuta.robaczewska@gmail.com","","","2025-09-22 17:20:44","2025-11-14 16:03:28","","","Onesta","0","Wszyscy użytkownicy","2025-09-25","2025-10-01","0","1","1","5","3","2","0","","","","Danuta","Robaczewska",""
"1046","Marta Telega","","48503083006","","","","marta.restauracjaadm@gmail.com","","","2025-09-25 11:15:58","2025-10-02 13:07:14","","","Onesta","1","Wszyscy użytkownicy","2025-09-25","2025-10-01","0","0","0","5","4","1","0","","","","Marta","Telega",""
"1047","Jolanta Pauk","","48510034086","","","","jolapauk@gmail.com","","","2025-09-26 14:58:49","2025-10-16 16:07:53","","","Onesta","0","Wszyscy użytkownicy","","2025-10-12","0","1","1","3","3","0","0","","","","Jolanta","Pauk",""
"1048","Pasternak-Winiarska Anna","","'+48880953716","","","","a.pasternak.winiarska@gmail.com","","","2025-09-26 16:57:04","2025-11-14 16:01:34","","","Onesta","0","Wszyscy użytkownicy","2025-11-04","2025-10-31","1","0","1","5","4","1","0","","","","Pasternak-Winiarska","Anna",""
"1049","Iwona Kamińska","","668 425 025","","","","ika91@poczta.fm","","","2025-09-29 17:14:44","2025-10-28 12:22:09","","","Onesta","0","Wszyscy użytkownicy","","2025-10-28","0","1","1","6","6","0","0","","","","Iwona","Kamińska",""
"1050","Joanna Mieńko","","603 633 908","","","","j.mienko@op.pl","","","2025-09-29 17:18:17","2026-02-26 16:58:28","Joanna Mieńko","17","Onesta","0","Wszyscy użytkownicy","","2026-02-26","0","1","1","14","14","0","0","","","","Joanna","Mieńko",""
"1051","Tomasz Romanowski","","48 796 098 121","","","","xxx27@autograf.pl","","","2025-09-29 17:39:11","2026-02-02 18:07:32","Tomasz Romanowski","18","Onesta","0","Wszyscy użytkownicy","","2026-02-04","0","1","1","18","18","0","0","","","","Tomasz","Romanowski",""
"1052","Agnieszka Przychodzień","","'+48691111162","","","","agnieszka.przychodzien@wp.pl","","","2025-10-01 15:46:13","2026-04-21 10:13:44","","","Onesta","1","Wszyscy użytkownicy","2025-10-03","2026-01-22","0","0","0","9","7","2","0","","","","Agnieszka","Przychodzień",""
"1053","Piotr Piotrowski","","'+48 603 913 074","","","","Iipiotrpio@gmail.com","","","2025-10-01 16:46:03","2026-05-14 10:48:37","","","Onesta","1","Wszyscy użytkownicy","2026-07-15","2026-05-14","0","0","0","13","12","1","0","","","","Piotr","Piotrowski",""
"1054","Joanna Mieńko","","'+48603633908","","","","j.mienko@op.pl","","","2025-10-01 16:47:08","2025-10-01 17:14:24","","","Onesta","0","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Joanna","Mieńko",""
"1055","Tomasz Strzałka","","'+48 510 440 414","","","","tomasz.strzalka79@gmail.com","","","2025-10-01 16:48:48","2026-06-22 10:04:24","","","Onesta","0","Wszyscy użytkownicy","","2026-05-20","0","1","1","12","12","0","0","","","","Tomasz","Strzałka",""
"1056","Ro Bar","","'+48 886 975 433","","","","zan.40@onet.pl","","","2025-10-01 16:51:49","2025-10-29 18:33:17","","","Onesta","0","Wszyscy użytkownicy","","2025-10-28","0","1","1","6","6","0","0","","","","Ro","Bar",""
"1059","Izabela Szczygieł-Kolator","","'+48502500053","","","","iza.sk1@wp.pl","","","2025-10-01 17:09:17","2025-10-02 10:11:03","","","Onesta","0","Wszyscy użytkownicy","2025-10-02","2025-10-01","0","0","0","2","1","1","0","","","","Izabela","Szczygieł-Kolator",""
"1060","Ana Stawowy","","'+48608672672","","","","ana.stawowy@gmail.com","","","2025-10-01 17:13:19","2026-04-21 17:06:47","","","Onesta","1","Wszyscy użytkownicy","2026-04-22","2026-04-21","0","0","0","5","4","1","0","","","","Ana","Stawowy",""
"1061","Marek Siewkowski","","48511375773","","","","siemasiewek@gmail.com","","","2025-10-01 17:34:18","2026-06-12 19:55:07","","","Onesta","0","Wszyscy użytkownicy","","2026-06-26","0","1","1","9","9","0","0","","","","Marek","Siewkowski",""
"1062","Marcin Kowalski","","48506100273","","","","Kowalski.stomatolog@wp.pl","","","2025-10-01 17:35:44","2026-06-13 17:57:27","","","Onesta","0","Wszyscy użytkownicy","2026-04-03","2026-03-26","0","1","1","12","11","1","0","","","","Marcin","Kowalski",""
"1063","Ariel Burek","","48665558078","","","","arielburek@gmail.com","","","2025-10-01 17:36:50","2025-11-19 09:26:23","","","Onesta","1","Wszyscy użytkownicy","","2025-11-19","0","0","0","3","3","0","0","","","","Ariel","Burek",""
"1064","Wojciech Tomalik","","48790442294","","","","wojtek@tomalik.pl","","","2025-10-01 17:37:42","2026-03-26 14:33:15","","","Onesta","0","Wszyscy użytkownicy","2026-03-27","2026-03-26","0","1","1","6","5","1","0","","","","Wojciech","Tomalik",""
"1065","Henryk","","48 532 833 294","","","","12345waldemar.w1960@gmail.com","","","2025-10-01 17:38:15","2025-10-29 18:43:47","","","Onesta","0","Wszyscy użytkownicy","2025-10-29","2025-10-25","0","1","1","8","7","1","0","","","","Henryk","",""
"1066","Izabela Szczygieł-Kolator","","'+48 502 500 053","","","","iza.sk1@wp.pl","","","2025-10-02 09:58:40","2026-04-20 18:12:02","","","Onesta","1","Wszyscy użytkownicy","2026-04-21","2026-04-20","0","0","0","17","15","2","0","","","","Izabela","Szczygieł-Kolator",""
"1067","Jarosław Stajer","","605310310","","","","stajer@onet.eu","","","2025-10-02 15:40:38","2025-11-19 09:52:14","","","Onesta","1","Wszyscy użytkownicy","","2025-11-19","0","0","0","3","3","0","0","","","","Jarosław","Stajer",""
"1068","Przemek Żebrowski","","'+48 606 291 516","","","","przemek.zebrowski@gmail.com","","","2025-10-06 16:57:38","2026-06-22 09:57:55","","","Onesta","0","Wszyscy użytkownicy","","2026-02-02","0","1","1","10","10","0","0","","","","Przemek","Żebrowski",""
"1069","Martyna Mataczyno","","'+48 660 744 559","","","","martyna.mataczyno@onet.eu","","","2025-10-06 17:24:57","2026-06-22 09:57:35","","","Onesta","0","Wszyscy użytkownicy","","2026-05-29","0","1","1","6","6","0","0","","","","Martyna","Mataczyno",""
"1070","Alina Czaplicka","","'+48506373330","","","","zlotepole@zlotepole.pl","","","2025-10-06 17:29:47","2025-10-31 15:52:55","","","Onesta","0","Wszyscy użytkownicy","","2025-10-09","0","1","1","1","1","0","0","","","","Alina","Czaplicka",""
"1071","Marcin Skonieczny","","'+48 512 033 032","","","","batmardystrybucja@gmail.com","","","2025-10-06 17:32:16","2025-10-29 18:38:36","","","Onesta","0","Wszyscy użytkownicy","","2025-10-14","0","1","1","2","2","0","0","","","","Marcin","Skonieczny",""
"1072","Justyna Dąbrowska","","'+48 795 600 805","","","","tomek@budny.waw.pl","","","2025-10-06 18:01:17","2025-11-18 17:42:06","","","Onesta","0","Wszyscy użytkownicy","2025-10-28","","0","1","1","1","0","1","0","","","","Justyna","Dąbrowska",""
"1073","Ewa Mielewska","","'+48660402222‬","","","","jerzym99@gmail.com","","","2025-10-07 16:52:21","2025-11-29 13:03:39","","","Onesta","0","Wszyscy użytkownicy","2025-10-30","2025-10-28","0","1","1","4","3","1","0","","","","Ewa","Mielewska",""
"1074","Olga Vasilevska",""," ‪+48881499872‬","","","","petrolya@gmail.com","","","2025-10-07 16:52:52","2025-10-07 16:53:02","","","Onesta","0","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Olga","Vasilevska",""
"1075","Olga Vasilevska",""," ‪+48881499872‬","","","","petrolya@gmail.com","","","2025-10-07 16:52:53","2025-11-29 13:04:32","","","Onesta","0","Wszyscy użytkownicy","2025-10-30","2025-10-22","0","0","0","5","4","1","0","","","","Olga","Vasilevska",""
"1076","Michał Ambroziak","","48605329870","","","","madaba@op.pl","","","2025-10-09 11:18:39","2026-06-13 09:01:28","","","Onesta","0","Wszyscy użytkownicy","2026-04-10","2025-11-26","0","1","1","8","7","1","0","","","","Michał","Ambroziak",""
"1077","Patryk Borzecki","","'+48502048511","","","","pborzecki@wp.pl","","","2025-10-09 11:48:47","2026-05-29 10:05:37","","","Onesta","0","Wszyscy użytkownicy","","2026-05-29","0","1","1","15","15","0","0","","","","Patryk","Borzecki",""
"1078","Kinga Wienczonek","","'+48793702511","","","","kingawienczonek@gmail.com","","","2025-10-09 11:50:28","2026-03-26 10:23:24","","","Onesta","0","Wszyscy użytkownicy","2026-03-26","2026-01-07","0","1","1","7","6","1","0","","","","Kinga","Wienczonek",""
"1079","Andrzej Małek","","'+48604279929","","","","biuro@andreas.com.pl","","","2025-10-09 11:51:43","2026-05-29 19:39:45","","","Onesta","0","Wszyscy użytkownicy","","2025-10-23","1","0","1","1","1","0","0","","","","Andrzej","Małek",""
"1080","Sławomir Karadymus","","'+48 601 526 005","","","","","","","2025-10-09 14:32:40","2026-01-07 14:42:56","","","Onesta","0","Wszyscy użytkownicy","","2025-11-03","0","1","1","2","2","0","0","","","","Sławomir","Karadymus",""
"1081","Asia Mały","","571 353 036","","","","chilijka7@wp.pl","","","2025-10-09 16:49:50","2026-06-22 09:49:57","Asia Mały","19","Onesta","0","Wszyscy użytkownicy","","2025-11-19","0","1","1","9","9","0","0","","","","Asia","Mały",""
"1082","Andrzej Małek","","48604279929","","","","biuro@andreas.com.pl","","","2025-10-10 12:11:46","2025-10-15 12:49:00","","","Onesta","0","Wszyscy użytkownicy","2025-10-10","","0","1","1","1","0","1","0","","","","Andrzej","Małek",""
"1083","Agnieszka Ruszkowska","","'+48660616304","","","","aga.ruszkowska.ar@gmail.com","","","2025-10-13 10:15:27","2025-10-23 17:16:48","","","Onesta","0","Wszyscy użytkownicy","2025-10-21","2025-10-21","0","1","1","2","1","1","0","","","","Agnieszka","Ruszkowska",""
"1084","Adam Delura","","'+48507689717","","","","adamdelura@wp.pl","","","2025-10-13 12:45:41","2026-06-13 11:10:27","","","Onesta","0","Wszyscy użytkownicy","2025-10-16","2026-03-27","0","1","1","7","5","2","0","","","","Adam","Delura",""
"1085","Józef","","'+48510900844","","","","geoppolska@op.pl","","","2025-10-13 13:04:24","2026-05-29 19:39:29","","","Onesta","0","Wszyscy użytkownicy","","2025-10-16","1","0","1","1","1","0","0","","","","Józef","",""
"1086","Marcin","","'+48 785 931 293","","","","bolekoza07@gmail.com","","","2025-10-14 16:08:14","2025-10-29 18:41:03","","","Onesta","0","Wszyscy użytkownicy","","2025-10-29","0","1","1","5","5","0","0","","","","Marcin","",""
"1087","Tomasz Taranta","","'+48 693 100 112","","","","tomasztaranta@poczta.onet.pl","","","2025-10-14 16:11:26","2026-02-04 12:57:30","","","Onesta","1","Wszyscy użytkownicy","2026-09-02","2026-02-04","0","0","0","16","15","1","0","","","","Tomasz","Taranta",""
"1088","Michał Gasik","","'+48692516520","","","","biuro@bhppoz.info","","","2025-10-15 07:47:47","2026-06-12 19:48:26","","","Onesta","0","Wszyscy użytkownicy","","2026-04-15","0","1","1","15","15","0","0","","","","Michał","Gasik",""
"1089","Witold Lebuda","","'+48513023597","","","","lew-17@wp.pl","","","2025-10-15 07:48:23","2026-06-13 11:25:30","","","Onesta","0","Wszyscy użytkownicy","2026-05-29","2025-12-01","0","1","1","9","8","1","0","","","","Witold","Lebuda",""
"1090","Jan Bieniuszewicz","","'+48 693 369 767","","","","j.bieniuszewicz@wp.pl","","","2025-10-15 15:45:11","2026-06-22 10:04:49","","","Onesta","0","Wszyscy użytkownicy","","2026-05-14","0","1","1","5","5","0","0","","","","Jan","Bieniuszewicz",""
"1091","Jacek Tondera","","'+48 508 483 383","","","","jacektondera@go2.pl","","","2025-10-15 15:54:09","2026-02-12 16:23:29","","","Onesta","1","Wszyscy użytkownicy","2026-02-16","2026-02-12","0","0","0","9","8","1","0","","","","Jacek","Tondera",""
"1092","Krzysztof Kreft","","'+48792444111","","","","biuro@balticig.pl","","","2025-10-15 16:13:46","2025-10-31 15:46:28","","","Onesta","0","Wszyscy użytkownicy","2025-10-28","2025-10-27","0","1","1","3","2","1","0","","","","Krzysztof","Kreft",""
"1093","Grzegorz Szulc","","48605364577","","","","grzegorz046@wp.pl","","","2025-10-15 17:27:32","2026-06-13 18:11:18","","","Onesta","0","Wszyscy użytkownicy","","2026-04-30","0","1","1","10","10","0","0","","","","Grzegorz","Szulc",""
"1094","Jacek Szkudlarek","","'+48608202564","","","","emi.jacekszkudlarek@gmail.com","","","2025-10-22 16:58:01","2026-03-26 12:04:43","","","Onesta","0","Wszyscy użytkownicy","2025-10-24","2025-11-17","0","1","1","7","5","2","0","","","","Jacek","Szkudlarek",""
"1095","Bruner","","'+48608154078","","","","marek7685@vp.pl","","","2025-10-22 16:58:38","2025-11-29 13:17:24","","","Onesta","0","Wszyscy użytkownicy","","2025-11-18","0","1","1","11","11","0","0","","","","Bruner","",""
"1096","Dorota Wardyńska",""," +48667822287","","","","dorotawardynska0@gmail.com","","","2025-10-22 17:01:23","2026-04-21 17:08:52","","","Onesta","0","Wszyscy użytkownicy","2026-03-20","2025-11-17","0","1","1","5","4","1","0","","","","Dorota","Wardyńska",""
"1097","Rufin Dubiel","","'+48510548132","","","","rufinus50@gmail.com9","","","2025-10-22 17:03:18","2026-06-12 19:40:32","","","Onesta","0","Wszyscy użytkownicy","","2026-04-22","0","1","1","8","8","0","0","","","","Rufin","Dubiel",""
"1098","Patrizia Grabowska","","'+48 606 983 983","","","","pati.kiel@me.com","","","2025-10-23 11:36:41","2026-03-10 11:54:23","","","Onesta","0","Wszyscy użytkownicy","","2026-03-10","0","1","1","8","8","0","0","","","","Patrizia","Grabowska",""
"1099","Jerzy Dziurowski","","'+48605311889","","","","jerzy.dziurowski@gmail.com","","","2025-10-23 11:37:34","2026-04-21 10:42:37","","","Onesta","0","Wszyscy użytkownicy","2026-04-02","2026-04-01","0","1","1","8","7","1","0","","","","Jerzy","Dziurowski",""
"1100","Artur Kość","","'+48516519878","","","","artur.kosc@gmail.com","","","2025-10-23 11:38:41","2025-10-31 15:47:34","","","Onesta","0","Wszyscy użytkownicy","2025-10-28","2025-10-27","0","1","1","3","2","1","0","","","","Artur","Kość",""
