"Osoba - ID","Osoba - Imię i nazwisko / Nazwa","Osoba - Etykieta","Osoba - Telefon - Praca","Osoba - Telefon - Dom","Osoba - Telefon - Komórkowy","Osoba - Telefon - Inny","Osoba - E-mail - Praca","Osoba - E-mail - Dom","Osoba - E-mail - Inny","Osoba - Data utworzenia osoby kontaktowej","Osoba - Czas aktualizacji","Osoba - Organizacja","Osoba - ID organizacji","Osoba - Właściciel","Osoba - Otwarte szanse sprzedaży","Osoba - Widoczne dla","Osoba - Data następnego działania","Osoba - Data ostatniego działania","Osoba - Wygrane szanse sprzedaży","Osoba - Utracone szanse sprzedaży","Osoba - Zamknięte szanse sprzedaży","Osoba - Ogółem działań","Osoba - Działania wykonane","Osoba - Działania do zrobienia","Osoba - Licznik wiadomości e-mail","Osoba - Zdjęcie profilowe","Osoba - Ostatnia otrzymana wiadomość e-mail","Osoba - Ostatnia wysłana wiadomość e-mail","Osoba - Imię","Osoba - Nazwisko","Osoba - Etykiety","Osoba - Lejek sprzedaży","Działanie - ID","Działanie - Temat","Działanie - Rodzaj","Działanie - Gotowe","Działanie - Czas oznaczenia jako wykonane","Działanie - Organizacja","Działanie - ID organizacji","Działanie - Osoba kontaktowa","Działanie - ID osoby kontaktowej","Działanie - Szansa sprzedaży","Działanie - ID szansy sprzedaży","Działanie - Termin wykonania","Działanie - Godzina wykonania","Działanie - Czas trwania","Działanie - Notatka","Działanie - Godzina dodania","Działanie - Przypisane do użytkownika","Działanie - Twórca","Działanie - Czas aktualizacji","Działanie - Czas ostatniego powiadomienia","Działanie - Lokalizacja","Działanie - Szerokość geograficzna – Lokalizacja","Działanie - Długość geograficzna – Lokalizacja","Działanie - Nr mieszkania/lokalu – Lokalizacja","Działanie - Numer domu – Lokalizacja","Działanie - Nazwa ulicy – Lokalizacja","Działanie - Dystrykt/dzielnica – Lokalizacja","Działanie - Miasto/miejscowość/wioska/lokalizacja – Lokalizacja","Działanie - Województwo/gmina – Lokalizacja","Działanie - Region – Lokalizacja","Działanie - Kraj – Lokalizacja","Działanie - Kod pocztowy – Lokalizacja","Działanie - Pełen/złożony adres – Lokalizacja","Działanie - Wolny/zajęty","Działanie - Opis publiczny","Działanie - Potencjalny klient","Działanie - ID potencjalnego klienta","Działanie - Projekt","Działanie - ID projektu","Działanie - Priorytet","Działanie - Identyfikator wideorozmowy","Działanie - Klient wideorozmowy","Działanie - URL wideorozmowy"
"1010","Katarzyna Falęcka-Schröer","","'+48515537710","","","","doktortrawnik.gp@gmail.com","","","2025-09-18 18:04:40","2026-06-13 11:06:58","","","Onesta","0","Wszyscy użytkownicy","2026-04-16","2026-03-26","0","1","1","5","4","1","0","","","","Katarzyna","Falęcka-Schröer","","Karolina","1767","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2026-03-26 12:18:22","","","Katarzyna Falęcka-Schröer","1010","Katarzyna Falęcka-Schröer","783","2026-03-26","","","bk","2026-03-26 12:18:20","Onesta","Onesta","2026-03-26 12:18:22","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1011","Ewa Tryfon","","'+48502145159","","","","ewa.tryfon@gmail.com","","","2025-09-18 18:16:19","2026-06-16 14:53:12","","","Onesta","1","Wszyscy użytkownicy","2026-06-16","2026-06-16","0","0","0","7","6","1","0","","","","Ewa","Tryfon","","Michał","755","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-09-22 15:34:59","","","Ewa Tryfon","1011","Ewa Tryfon","784","2025-09-22 15:30:00","15:30:00","","","2025-09-22 14:14:46","Onesta","Onesta","2025-09-22 15:34:59","","","","","","","","","","","","","","","Zajęty","","","","","","","","",""
"1011","Ewa Tryfon","","'+48502145159","","","","ewa.tryfon@gmail.com","","","2025-09-18 18:16:19","2026-06-16 14:53:12","","","Onesta","1","Wszyscy użytkownicy","2026-06-16","2026-06-16","0","0","0","7","6","1","0","","","","Ewa","Tryfon","","Michał","908","Zadzwonić","Rozmowa telefoniczna","Wykonane","2025-10-06 12:39:52","","","Ewa Tryfon","1011","Ewa Tryfon","784","2025-10-03","","","","2025-10-02 09:36:36","Onesta","Onesta","2025-10-06 12:39:52","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1011","Ewa Tryfon","","'+48502145159","","","","ewa.tryfon@gmail.com","","","2025-09-18 18:16:19","2026-06-16 14:53:12","","","Onesta","1","Wszyscy użytkownicy","2026-06-16","2026-06-16","0","0","0","7","6","1","0","","","","Ewa","Tryfon","","Michał","992","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-10-06 12:39:56","","","Ewa Tryfon","1011","Ewa Tryfon","784","2025-10-06","","","bkkkkkk","2025-10-06 12:39:56","Onesta","Onesta","2025-10-06 12:39:56","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1011","Ewa Tryfon","","'+48502145159","","","","ewa.tryfon@gmail.com","","","2025-09-18 18:16:19","2026-06-16 14:53:12","","","Onesta","1","Wszyscy użytkownicy","2026-06-16","2026-06-16","0","0","0","7","6","1","0","","","","Ewa","Tryfon","","Michał","1316","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-10-28 08:11:43","","","Ewa Tryfon","1011","Ewa Tryfon","784","2025-10-28","","","bk","2025-10-28 08:11:43","Onesta","Onesta","2025-10-28 08:11:43","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1011","Ewa Tryfon","","'+48502145159","","","","ewa.tryfon@gmail.com","","","2025-09-18 18:16:19","2026-06-16 14:53:12","","","Onesta","1","Wszyscy użytkownicy","2026-06-16","2026-06-16","0","0","0","7","6","1","0","","","","Ewa","Tryfon","","Michał","1317","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2026-06-16 14:43:54","","","Ewa Tryfon","1011","Ewa Tryfon","784","2025-10-30","","","","2025-10-28 08:11:46","Onesta","Onesta","2026-06-16 14:43:54","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1011","Ewa Tryfon","","'+48502145159","","","","ewa.tryfon@gmail.com","","","2025-09-18 18:16:19","2026-06-16 14:53:12","","","Onesta","1","Wszyscy użytkownicy","2026-06-16","2026-06-16","0","0","0","7","6","1","0","","","","Ewa","Tryfon","","Michał","2113","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2026-06-16 14:52:37","","","Ewa Tryfon","1011","Ewa Tryfon","784","2026-06-16","","","Ma jakieś dobra działki pod Warszawą, ale czeka na zmianę planu zagospodarowania, bo inaczej za bezcen to sprzeda.&nbsp;","2026-06-16 14:44:30","Onesta","Onesta","2026-06-16 14:52:37","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1012","Rafał Lichtenstein","","'+48502710982","","","","barbaralichtebstein@gmail.com","","","2025-09-18 18:19:36","2025-10-21 08:47:20","","","Onesta","0","Wszyscy użytkownicy","2025-09-20","2025-10-15","0","1","1","9","8","1","0","","","","Rafał","Lichtenstein","","Karolina","674","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-09-20 13:27:02","","","Rafał Lichtenstein","1012","Rafał Lichtenstein","785","2025-09-20","","24:00","","2025-09-19 16:11:20","Onesta","Onesta","2025-09-20 13:27:02","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1012","Rafał Lichtenstein","","'+48502710982","","","","barbaralichtebstein@gmail.com","","","2025-09-18 18:19:36","2025-10-21 08:47:20","","","Onesta","0","Wszyscy użytkownicy","2025-09-20","2025-10-15","0","1","1","9","8","1","0","","","","Rafał","Lichtenstein","","Karolina","724","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-09-20 13:26:53","","","Rafał Lichtenstein","1012","","","2025-09-20","","24:00","poczta","2025-09-20 13:26:53","Onesta","Onesta","2025-09-20 13:26:53","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1012","Rafał Lichtenstein","","'+48502710982","","","","barbaralichtebstein@gmail.com","","","2025-09-18 18:19:36","2025-10-21 08:47:20","","","Onesta","0","Wszyscy użytkownicy","2025-09-20","2025-10-15","0","1","1","9","8","1","0","","","","Rafał","Lichtenstein","","Karolina","725","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-09-20 13:43:48","","","Rafał Lichtenstein","1012","Rafał Lichtenstein","785","2025-09-22","","24:00","","2025-09-20 13:27:10","Onesta","Onesta","2025-09-20 13:43:48","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1012","Rafał Lichtenstein","","'+48502710982","","","","barbaralichtebstein@gmail.com","","","2025-09-18 18:19:36","2025-10-21 08:47:20","","","Onesta","0","Wszyscy użytkownicy","2025-09-20","2025-10-15","0","1","1","9","8","1","0","","","","Rafał","Lichtenstein","","Karolina","729","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-09-22 14:43:27","","","Rafał Lichtenstein","1012","Rafał Lichtenstein","785","2025-09-22 14:00:00","14:00:00","01:00","brak kontaktu&nbsp;","2025-09-20 13:43:56","Onesta","Onesta","2025-09-22 14:43:27","","","","","","","","","","","","","","","Zajęty","","","","","","","","",""
"1012","Rafał Lichtenstein","","'+48502710982","","","","barbaralichtebstein@gmail.com","","","2025-09-18 18:19:36","2025-10-21 08:47:20","","","Onesta","0","Wszyscy użytkownicy","2025-09-20","2025-10-15","0","1","1","9","8","1","0","","","","Rafał","Lichtenstein","","Karolina","759","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-09-24 10:46:54","","","Rafał Lichtenstein","1012","Rafał Lichtenstein","785","2025-09-23","","","","2025-09-22 14:43:35","Onesta","Onesta","2025-09-24 10:46:54","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1012","Rafał Lichtenstein","","'+48502710982","","","","barbaralichtebstein@gmail.com","","","2025-09-18 18:19:36","2025-10-21 08:47:20","","","Onesta","0","Wszyscy użytkownicy","2025-09-20","2025-10-15","0","1","1","9","8","1","0","","","","Rafał","Lichtenstein","","Karolina","778","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-09-30 08:49:35","","","Rafał Lichtenstein","1012","Rafał Lichtenstein","785","2025-09-25","","","w dupie ma nie odbiera&nbsp;","2025-09-24 10:47:04","Onesta","Onesta","2025-09-30 08:49:35","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1012","Rafał Lichtenstein","","'+48502710982","","","","barbaralichtebstein@gmail.com","","","2025-09-18 18:19:36","2025-10-21 08:47:20","","","Onesta","0","Wszyscy użytkownicy","2025-09-20","2025-10-15","0","1","1","9","8","1","0","","","","Rafał","Lichtenstein","","Karolina","846","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-10-02 12:04:05","","","Rafał Lichtenstein","1012","Rafał Lichtenstein","785","2025-09-30 16:10:00","16:10:00","","Dalej ma w dupie&nbsp;
<div><br></div>
<div><p>Dzień dobry,&nbsp;</p><p>Panie Rafale widzę że nie trafiam w dogodny czas aby porozmawiać. Zadzwonię dzisiaj o 18.10. Czy może woli Pan inny czas kontaktu ?&nbsp;</p><p>Dobrego dnia!&nbsp;</p><p>Karolina Bakowicz&nbsp;</p><p><br></p><p>www.onesta.com.pl</p></div>","2025-09-30 08:50:01","Onesta","Onesta","2025-10-02 12:04:05","","","","","","","","","","","","","","","Zajęty","","","","","","","","",""
"1012","Rafał Lichtenstein","","'+48502710982","","","","barbaralichtebstein@gmail.com","","","2025-09-18 18:19:36","2025-10-21 08:47:20","","","Onesta","0","Wszyscy użytkownicy","2025-09-20","2025-10-15","0","1","1","9","8","1","0","","","","Rafał","Lichtenstein","","Karolina","1109","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-10-15 16:35:46","","","Rafał Lichtenstein","1012","Rafał Lichtenstein","785","2025-10-15","","","Nie odbiera wcale w dupie ma , z tysiąc razy już dzwoniłam&nbsp;","2025-10-15 16:35:40","Onesta","Onesta","2025-10-15 16:35:46","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1013","Marcin Bigos","","'+48602782079","","","","Marcinbigos@saltyair.info","","","2025-09-18 18:21:54","2025-10-16 15:55:27","","","Onesta","0","Wszyscy użytkownicy","2025-10-01","2025-09-20","0","1","1","3","2","1","0","","","","Marcin","Bigos","","Karolina","713","Wysłać oferty","Zadanie","Wykonane","2025-09-22 12:23:26","","","Marcin Bigos","1013","Marcin Bigos","786","2025-09-20","","24:00","","2025-09-19 17:53:11","Onesta","Onesta","2025-09-22 12:23:26","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1013","Marcin Bigos","","'+48602782079","","","","Marcinbigos@saltyair.info","","","2025-09-18 18:21:54","2025-10-16 15:55:27","","","Onesta","0","Wszyscy użytkownicy","2025-10-01","2025-09-20","0","1","1","3","2","1","0","","","","Marcin","Bigos","","Karolina","743","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-09-22 12:23:35","","","Marcin Bigos","1013","Marcin Bigos","786","2025-09-20","","","","2025-09-22 12:23:33","Onesta","Onesta","2025-09-22 12:23:35","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1014","Marek CS","","'+48601206694","","","","markos60@onet.eu","","","2025-09-18 18:24:17","2025-11-18 17:38:13","","","Onesta","1","Wszyscy użytkownicy","2025-10-23","2025-10-13","0","0","0","7","5","2","0","","","","Marek","CS","","Michał","753","Oferty","Rozmowa telefoniczna","Wykonane","2025-10-02 10:22:50","","","Marek CS","1014","Marek CS","787","2025-09-23","","","Przesłany bloczek z torre ktory go interesował, zaznaczał ze jeszcze duzo czasu do finalizacji zakupu&nbsp;<br><br>","2025-09-22 14:09:47","Onesta","Onesta","2025-10-02 10:22:50","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1014","Marek CS","","'+48601206694","","","","markos60@onet.eu","","","2025-09-18 18:24:17","2025-11-18 17:38:13","","","Onesta","1","Wszyscy użytkownicy","2025-10-23","2025-10-13","0","0","0","7","5","2","0","","","","Marek","CS","","Michał","823","Oferty","Rozmowa telefoniczna","Wykonane","2025-09-29 10:30:44","","","Marek CS","1014","Marek CS","787","2025-09-29","","","Dzień dobry Panie Marku!<br>Zgodnie z naszą rozmową przesyłam oferty nieruchomości z Hiszpani.<br>1. Rynek pierwotny<br><br>1. Nowoczesny apartament – 550 m od plaży<br>Komfortowy apartament w nowoczesnym stylu, dogodna lokalizacja blisko morza.<br>https://onesta.com.pl/nieruchomosci/hiszpania/nowoczesny-apartament---550-m-od-plazy-12347441<br><br>2. Nowoczesny apartament – 190 m od plaży<br>Idealny wybór dla osób ceniących bliskość plaży i nowoczesny standard wykończenia.<br>https://onesta.com.pl/nieruchomosci/hiszpania/nowoczesny-apartament---190m-od-plazy-12347223<br><br>3. Apartamenty w centrum – 500 m od plaży<br>Wygodne apartamenty w centrum miejscowości, tylko kilka minut spacerem od plaży.<br>https://onesta.com.pl/nieruchomosci/hiszpania/apartamenty-w-centrum---500m-od-plazy-12347133<br><br>4. Apartamenty z widokiem na morze – 60 m od plaży<br>Wyjątkowa lokalizacja – apartamenty niemal przy samej plaży z pięknym widokiem na morze.<br>https://onesta.com.pl/nieruchomosci/hiszpania/apartamenty-z-widokiem-na-morze---60m-od-plazy-12347053<br><br>5. Nowoczesne apartamenty w centrum – 200 m od plaży<br>Połączenie nowoczesnego stylu i świetnej lokalizacji, blisko plaży i lokalnych atrakcji.<br>https://onesta.com.pl/nieruchomosci/hiszpania/nowoczesne-apartamenty-w-centrum---200m-od-plazy-12346992<br><br>6. Apartamenty typu bungalow – 2,5 km od plaży<br>Spokojniejsza lokalizacja, w zabudowie typu bungalow, z dogodnym dostępem do morza.<br>https://onesta.com.pl/nieruchomosci/hiszpania/apartamenty-typu-bungalow---25km-od-plazy-12330734<br><br>2. Rynek wtórny<br><br>7. Apartament z dużym tarasem i basenem we wspólnocie<br>Funkcjonalne mieszkanie z tarasem, dostępem do basenu i bliskością wszystkich usług.<br>https://info-home.link/cliente/?cliente=1713229_25211016092746061192M26714410&amp;medio=4&amp;col=1<br><br>8. Nowoczesny apartament z widokiem na morze<br>Elegancki apartament z panoramicznym widokiem, gotowy do zamieszkania.<br>https://info-home.link/cliente/?cliente=0113229_25110957092953898059M26718113&amp;medio=4&amp;col=1<br><br>9. Apartament w nadmorskiej miejscowości<br>Przytulna nieruchomość w świetnej lokalizacji – blisko plaży i restauracji.<br>https://info-home.link/cliente/?cliente=0113229_25141344092655115272M26708602&amp;medio=4&amp;col=1<br><br>10. Apartament z basenem i ogrodem wspólnotowym<br>Idealny dla osób ceniących komfort – basen, ogród i spokój w pobliżu wybrzeża.<br>https://info-home.link/cliente/?cliente=0113229_25441225092638890349M26705320&amp;medio=4&amp;col=1<br><br>11. Apartament do zamieszkania od zaraz<br>Gotowa do wprowadzenia nieruchomość – świetna propozycja na inwestycję pod wynajem lub własny wypoczynek.<br>https://info-home.link/cliente/?cliente=0113229_25081740092553460837M26698629&amp;medio=4&amp;col=1<br><br>Pozdrawiam, Michał Górecki Grupa Onesta","2025-09-29 10:30:44","Onesta","Onesta","2025-09-29 10:30:44","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1014","Marek CS","","'+48601206694","","","","markos60@onet.eu","","","2025-09-18 18:24:17","2025-11-18 17:38:13","","","Onesta","1","Wszyscy użytkownicy","2025-10-23","2025-10-13","0","0","0","7","5","2","0","","","","Marek","CS","","Michał","1017","Wiadomości","Rozmowa telefoniczna","Wykonane","2025-10-08 09:31:59","","","Marek CS","1014","Marek CS","787","2025-10-08 09:45:00","09:45:00","","Wysłałem rzut innego partamentu w torre który mieści się w budżecie, czekam na zdjecia obecnego stanu budowy oraz na dodanie ofert na onesta<br>","2025-10-08 09:31:47","Onesta","Onesta","2025-10-08 09:31:59","","","","","","","","","","","","","","","Zajęty","","","","","","","","",""
"1014","Marek CS","","'+48601206694","","","","markos60@onet.eu","","","2025-09-18 18:24:17","2025-11-18 17:38:13","","","Onesta","1","Wszyscy użytkownicy","2025-10-23","2025-10-13","0","0","0","7","5","2","0","","","","Marek","CS","","Michał","981","Oferty","Rozmowa telefoniczna","Wykonane","2025-10-20 10:26:48","","","Marek CS","1014","Marek CS","787","2025-10-09","","","Podesłać oferty nowych apartamentów podobnych do playa w torre.&nbsp;<br>Budzet niski<br>Oraz zdjecia z budowy plaji&nbsp;","2025-10-06 12:29:22","Onesta","Onesta","2025-10-20 10:26:48","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1014","Marek CS","","'+48601206694","","","","markos60@onet.eu","","","2025-09-18 18:24:17","2025-11-18 17:38:13","","","Onesta","1","Wszyscy użytkownicy","2025-10-23","2025-10-13","0","0","0","7","5","2","0","","","","Marek","CS","","Michał","925","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-10-06 12:27:42","","","Marek CS","1014","Marek CS","787","2025-10-13","","","Prosił o aktualne zdjęcia inwestycji z torrevieha, (budowy)<br>Na ten moment nie ma finansów na zakup, najprawdopodobniej za kilka miesięcy będzie miał większe fundusze na wkład. Wciąż czekamy na sprzedaz jego nieruchomosci w PL&nbsp;","2025-10-02 10:22:56","Onesta","Onesta","2025-10-06 12:28:45","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1015","Pawel Bartoszewicz","","'+48504223344","","","","Pbart07@gmail.com","","","2025-09-18 18:25:52","2025-09-19 17:42:47","","","Onesta","0","Wszyscy użytkownicy","","","0","0","0","0","0","0","0","","","","Pawel","Bartoszewicz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1016","Joanna Majdan","","'+48606202388","","","","f.u.vigo@o2.pl","","","2025-09-18 18:27:23","2026-06-13 08:46:43","","","Onesta","0","Wszyscy użytkownicy","","2026-04-21","0","1","1","6","6","0","0","","","","Joanna","Majdan","","Karolina","686","Wysłać oferty","Zadanie","Wykonane","2025-09-22 10:32:25","","","Joanna Majdan","1016","Joanna Majdan","789","2025-09-19 16:30:00","16:30:00","01:00","","2025-09-19 16:25:50","Onesta","Onesta","2025-09-22 10:32:25","","","","","","","","","","","","","","","Zajęty","","","","","","","","",""
"1016","Joanna Majdan","","'+48606202388","","","","f.u.vigo@o2.pl","","","2025-09-18 18:27:23","2026-06-13 08:46:43","","","Onesta","0","Wszyscy użytkownicy","","2026-04-21","0","1","1","6","6","0","0","","","","Joanna","Majdan","","Karolina","740","Follow up","Rozmowa telefoniczna","Wykonane","2025-09-30 12:45:28","","","Joanna Majdan","1016","Joanna Majdan","789","2025-09-25","","","","2025-09-22 10:32:36","Onesta","Onesta","2025-09-30 12:45:28","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1016","Joanna Majdan","","'+48606202388","","","","f.u.vigo@o2.pl","","","2025-09-18 18:27:23","2026-06-13 08:46:43","","","Onesta","0","Wszyscy użytkownicy","","2026-04-21","0","1","1","6","6","0","0","","","","Joanna","Majdan","","Karolina","852","Wysłać jej jeszcze oferty z Costa del Sol","Rozmowa telefoniczna","Wykonane","2025-10-21 15:07:57","","","Joanna Majdan","1016","Joanna Majdan","789","2025-10-07","","","Wysłać te oferty jakoś za tydzień, bo teraz wyjeżdża z mężem w góry do rodziny, fajna babka .&nbsp;","2025-09-30 12:46:14","Onesta","Onesta","2025-10-21 15:07:57","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1016","Joanna Majdan","","'+48606202388","","","","f.u.vigo@o2.pl","","","2025-09-18 18:27:23","2026-06-13 08:46:43","","","Onesta","0","Wszyscy użytkownicy","","2026-04-21","0","1","1","6","6","0","0","","","","Joanna","Majdan","","Karolina","1204","nowe oferty - Costa del SOL","Rozmowa telefoniczna","Wykonane","2025-11-19 09:51:12","","","Joanna Majdan","1016","Joanna Majdan","789","2025-10-30","","","","2025-10-21 15:08:05","Onesta","Onesta","2025-11-19 09:51:12","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1016","Joanna Majdan","","'+48606202388","","","","f.u.vigo@o2.pl","","","2025-09-18 18:27:23","2026-06-13 08:46:43","","","Onesta","0","Wszyscy użytkownicy","","2026-04-21","0","1","1","6","6","0","0","","","","Joanna","Majdan","","Karolina","1500","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2026-04-21 17:03:01","","","Joanna Majdan","1016","Joanna Majdan","789","2026-01-31","","","Po nowym roku cokolwiek bo mają teraz dużo problemów w firmie, zamieszanie itp. Dzwonić koniec stycznia.&nbsp;","2025-11-19 09:51:37","Onesta","Onesta","2026-04-21 17:03:01","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1016","Joanna Majdan","","'+48606202388","","","","f.u.vigo@o2.pl","","","2025-09-18 18:27:23","2026-06-13 08:46:43","","","Onesta","0","Wszyscy użytkownicy","","2026-04-21","0","1","1","6","6","0","0","","","","Joanna","Majdan","","Karolina","1937","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2026-04-21 17:03:29","","","Joanna Majdan","1016","Joanna Majdan","789","2026-04-21","","","bk","2026-04-21 17:03:26","Onesta","Onesta","2026-04-21 17:03:29","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1017","Zofia Petitjean","","'+48507067860","","","","zofiapetitjean@gmail.com","","","2025-09-18 18:28:42","2026-06-13 08:44:19","","","Onesta","0","Wszyscy użytkownicy","","2026-05-29","0","1","1","8","8","0","0","","","","Zofia","Petitjean","","Karolina","687","Wysłać oferty","Zadanie","Wykonane","2025-09-22 10:24:28","","","Zofia Petitjean","1017","Zofia Petijean","790","2025-09-19 16:30:00","16:30:00","01:00","","2025-09-19 16:26:39","Onesta","Onesta","2025-09-22 10:24:28","","","","","","","","","","","","","","","Zajęty","","","","","","","","",""
"1017","Zofia Petitjean","","'+48507067860","","","","zofiapetitjean@gmail.com","","","2025-09-18 18:28:42","2026-06-13 08:44:19","","","Onesta","0","Wszyscy użytkownicy","","2026-05-29","0","1","1","8","8","0","0","","","","Zofia","Petitjean","","Karolina","739","Follow up","Rozmowa telefoniczna","Wykonane","2025-09-29 15:59:21","","","Zofia Petitjean","1017","Zofia Petijean","790","2025-09-24","","","","2025-09-22 10:24:52","Onesta","Onesta","2025-09-29 15:59:21","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1017","Zofia Petitjean","","'+48507067860","","","","zofiapetitjean@gmail.com","","","2025-09-18 18:28:42","2026-06-13 08:44:19","","","Onesta","0","Wszyscy użytkownicy","","2026-05-29","0","1","1","8","8","0","0","","","","Zofia","Petitjean","","Karolina","835","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-10-02 12:10:07","","","Zofia Petitjean","1017","Zofia Petijean","790","2025-09-30","","","","2025-09-29 15:59:25","Onesta","Onesta","2025-10-02 12:10:07","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1017","Zofia Petitjean","","'+48507067860","","","","zofiapetitjean@gmail.com","","","2025-09-18 18:28:42","2026-06-13 08:44:19","","","Onesta","0","Wszyscy użytkownicy","","2026-05-29","0","1","1","8","8","0","0","","","","Zofia","Petitjean","","Karolina","1261","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-10-24 08:49:02","","","Zofia Petitjean","1017","Zofia Petijean","790","2025-10-24","","","Dzień dobry,<br>Pani Zofio przesyłam ebooka, gdzie jest sporo informacji na temat procesu zakupu. Czy wybiera się Pani jeszcze w tym roku do Hiszpanii? Może nie koniecznie w celu już konkretnego zakupu, a bardziej rozeznania się w rynku. Czy może w grę wchodzi już przyszły rok? Chciałabym sobie mniej więcej w czasie umiejscowić moment, kiedy wrócić do Pani z nowymi ofertami 🙂","2025-10-24 08:48:59","Onesta","Onesta","2025-10-24 08:49:02","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1017","Zofia Petitjean","","'+48507067860","","","","zofiapetitjean@gmail.com","","","2025-09-18 18:28:42","2026-06-13 08:44:19","","","Onesta","0","Wszyscy użytkownicy","","2026-05-29","0","1","1","8","8","0","0","","","","Zofia","Petitjean","","Karolina","938","follow up","Rozmowa telefoniczna","Wykonane","2025-10-24 08:48:54","","","Zofia Petitjean","1017","Zofia Petijean","790","2025-10-31 17:00:00","17:00:00","","","2025-10-02 12:10:26","Onesta","Onesta","2025-10-24 08:48:54","","","","","","","","","","","","","","","Zajęty","","","","","","","","",""
"1017","Zofia Petitjean","","'+48507067860","","","","zofiapetitjean@gmail.com","","","2025-09-18 18:28:42","2026-06-13 08:44:19","","","Onesta","0","Wszyscy użytkownicy","","2026-05-29","0","1","1","8","8","0","0","","","","Zofia","Petitjean","","Karolina","1262","follow up","Rozmowa telefoniczna","Wykonane","2026-03-26 10:21:07","","","Zofia Petitjean","1017","Zofia Petijean","790","2026-01-06","","","","2025-10-24 08:49:12","Onesta","Onesta","2026-03-26 10:21:07","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"1017","Zofia Petitjean","","'+48507067860","","","","zofiapetitjean@gmail.com","","","2025-09-18 18:28:42","2026-06-13 08:44:19","","","Onesta","0","Wszyscy użytkownicy","","2026-05-29","0","1","1","8","8","0","0","","","","Zofia","Petitjean","","Karolina","1846","wiadomość","Rozmowa telefoniczna","Wykonane","2026-04-17 07:34:28","","","Zofia Petitjean","1017","Zofia Petijean","790","2026-04-17","","","wysłane oferty&nbsp;","2026-04-17 07:34:26","Onesta","Onesta","2026-04-17 07:34:28","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
